date,ticker,anomaly_flag,ret,ret_z,volz,range_pct,type,why
2020-01-14,META,0,-0.012843185852914107,-1.2576832602633297,-0.04195013523120803,57.14285714285714,,
2020-01-14,MSFT,0,-0.007043216273490915,-1.1343648947933436,0.29767218842196674,57.14285714285714,,
2020-01-14,NVDA,0,-0.018652382278605883,-1.3603874213291132,0.6211842749094868,41.269841269841265,,
2020-01-14,QQQ,0,-0.003937542109735959,-1.049850444083984,0.4311905814367288,44.44444444444444,,
2020-01-15,AAPL,0,-0.004285585131331371,-0.823214396615453,-0.0553736109515563,84.12698412698413,,
2020-01-15,AMZN,0,-0.003969126548925228,-0.49245283005919377,-0.3189226581757977,57.14285714285714,,
2020-01-15,META,0,0.009540759250001862,0.5196884172542884,-0.8209715723745253,0.0,,
2020-01-15,MSFT,0,0.00647653666708603,0.468171150632444,0.013257183098021335,30.158730158730158,,
2020-01-15,NVDA,0,-0.00691519446127431,-0.6560539573764098,-0.33417646679033347,33.33333333333333,,
2020-01-15,QQQ,0,0.0004089124373400921,-0.31259766811568085,0.6606684038310857,63.49206349206349,,
2020-01-16,AAPL,0,0.012526457122196355,0.7373773737959937,-0.40420215648030144,36.507936507936506,,
2020-01-16,AMZN,0,0.00854991102959346,0.740338747757287,-0.5433776884837811,38.095238095238095,,
2020-01-16,META,0,0.0028035648788935497,0.01806551103483718,-0.7487645602719558,17.46031746031746,,
2020-01-16,MSFT,0,0.018323286300548247,1.8954215683011821,0.3752896772025666,68.25396825396825,,
2020-01-16,NVDA,0,0.013682266830377987,0.6014241931326361,-0.008803225704808917,0.0,,
2020-01-16,QQQ,0,0.00958357250427655,1.2685669521759186,-0.31658138113764817,44.44444444444444,,
2020-01-17,AAPL,0,0.011070813585935424,0.5789025080151443,0.3731981240466416,38.095238095238095,,
2020-01-17,AMZN,0,-0.00703966144232826,-0.7671066555490155,0.5098489248071554,74.60317460317461,,
2020-01-17,META,0,0.0016685260503321864,-0.0734410356921172,0.749278436039848,3.1746031746031744,,
2020-01-17,MSFT,0,0.005596635113684689,0.3307297360504982,1.5435156975312505,58.730158730158735,,
2020-01-17,NVDA,0,0.0014062890953872031,-0.16265792228730988,-0.3663976585472432,4.761904761904762,,
2020-01-17,QQQ,0,0.004949016930139827,0.44696726642433104,0.5546095579323185,36.507936507936506,,
2020-01-21,AAPL,0,-0.006776902024211329,-1.0824298034442503,-0.34770045631995955,14.285714285714285,,
2020-01-21,AMZN,0,0.014629525206926841,1.3350482745365087,0.3074543825912227,87.3015873015873,,
2020-01-21,META,0,-0.003151236963224946,-0.4622982988106071,0.3473507711807918,44.44444444444444,,
2020-01-21,MSFT,0,-0.0035906523590687467,-0.767999028945795,0.9658857309153526,50.79365079365079,,
2020-01-21,NVDA,0,-0.005375621390982799,-0.5739625326429929,-0.8381145566608161,7.936507936507936,,
2020-01-21,QQQ,0,-0.00044789448180848623,-0.46680486989661507,0.025887554565342197,19.047619047619047,,
2020-01-22,AAPL,0,0.0035693891345338624,-0.10834776674912848,-0.6089432047457884,11.11111111111111,,
2020-01-22,AMZN,0,-0.0023995494624705627,-0.351219722543268,-0.062285535593466515,33.33333333333333,,
2020-01-22,META,0,-0.0005419237334980398,-0.28689553859701095,-0.06999496862664681,0.0,,
2020-01-22,MSFT,0,-0.004804885325481956,-0.9705417330697853,0.3162421406839697,53.96825396825397,,
2020-01-22,NVDA,0,0.008751919905970018,0.2709144173452459,-0.452890127684252,47.61904761904761,,
2020-01-22,QQQ,0,0.002642394690904215,0.028966677025687233,-0.09207336128823235,49.2063492063492,,
2020-01-23,AAPL,0,0.004815943702815462,0.026107646645585344,-0.5349039012503829,44.44444444444444,,
2020-01-23,AMZN,0,-0.0015259112256779117,-0.24204033916068685,-0.7387116811519278,28.57142857142857,,
2020-01-23,META,0,-0.007048689610777981,-0.822811593186706,-0.32356778170692035,22.22222222222222,,
2020-01-23,MSFT,0,0.0061556345844460125,0.39011914021604677,-0.29171593582987726,38.095238095238095,,
2020-01-23,NVDA,0,0.010995315003059059,0.4360580445907671,-0.30118551751133227,57.14285714285714,,
2020-01-23,QQQ,0,0.0032161297691517543,0.14706621470312708,0.7321060114125052,76.19047619047619,,
2020-01-24,AAPL,0,-0.0028816402805210695,-0.6991300459865911,0.8345335662699841,80.95238095238095,,
2020-01-24,AMZN,1,-0.012172426638861866,-1.3202177430564,0.4092536862932376,96.82539682539682,range_spike,range_pct > 95
2020-01-24,META,0,-0.00828161432118113,-1.0839466106329751,0.047248331719104385,92.06349206349206,,
2020-01-24,MSFT,1,-0.010076550591684996,-1.686863060965625,0.7034908846236977,98.4126984126984,range_spike,range_pct > 95
2020-01-24,NVDA,1,-0.009412426293876175,-0.85150820982501,1.784599712839285,96.82539682539682,range_spike,range_pct > 95
2020-01-24,QQQ,1,-0.00841528482548537,-1.974144147523802,1.9487330880513958,100.0,range_spike,range_pct > 95
2020-01-27,AAPL,1,-0.029405515118540615,-3.1435710515087454,1.144214241730522,90.47619047619048,crash,|ret_z| > 2.5
2020-01-27,AMZN,0,-0.01788746376771222,-1.8495171431765063,0.17574610308782018,66.66666666666666,,
2020-01-27,META,0,-0.014086525804933747,-1.6206704966600458,0.7313237981939127,57.14285714285714,,
2020-01-27,MSFT,1,-0.01672345374218731,-2.44299362669278,1.5924254844107346,98.4126984126984,range_spike,range_pct > 95
2020-01-27,NVDA,1,-0.041041033920546255,-2.808146664486785,2.8004337724731005,95.23809523809523,crash + volume_shock,|ret_z| > 2.5; volz > 2.5; range_pct > 95
2020-01-27,QQQ,1,-0.02065562316224634,-4.026906611030423,2.1240043184202855,80.95238095238095,crash,|ret_z| > 2.5
2020-01-28,AAPL,0,0.02828944372032849,2.112664459875871,1.4150146854032795,84.12698412698413,,
2020-01-28,AMZN,0,0.01362436592451366,1.2692775332061679,-0.9688581483613335,73.01587301587301,,
2020-01-28,META,0,0.013589566446370105,1.0759850364270125,0.5589162165735148,90.47619047619048,,
